Date,Err,SSN daily
2012.368,7.3,119.0
2012.371,6.3,122.0
2012.373,9.8,137.0
2012.376,8.5,110.0
2012.379,4.9,102.0
2012.382,10.2,109.0
2012.384,6.0,116.0
2012.387,7.5,110.0
2012.390,6.1,80.0
2012.393,6.5,77.0
2012.395,9.8,87.0
2012.398,4.9,94.0
2012.401,7.0,80.0
2012.404,4.2,82.0
2012.406,8.6,109.0
2012.409,4.5,78.0
2012.412,5.8,73.0
2012.415,7.6,89.0
2012.416,7.0,121.0
2012.419,9.8,151.0
2012.422,2.9,165.0
2012.425,8.0,148.0
2012.427,11.7,151.0
2012.430,10.2,153.0
2012.433,9.2,127.0
2012.436,7.1,107.0
2012.438,7.3,106.0
2012.441,6.8,121.0
2012.444,8.5,128.0
2012.447,6.6,111.0
2012.449,7.0,113.0
2012.452,5.9,123.0
2012.455,7.8,117.0
2012.457,8.3,106.0
2012.460,7.6,88.0
2012.463,4.1,57.0
2012.466,5.6,51.0
2012.468,2.7,30.0
2012.471,2.5,16.0
2012.474,1.7,16.0
2012.477,1.5,16.0
2012.479,4.1,20.0
2012.482,1.0,17.0
2012.485,3.1,36.0
2012.488,6.8,70.0
2012.490,4.6,87.0
2012.493,5.1,103.0
2012.496,3.6,104.0
2012.498,5.9,126.0
2012.501,10.2,128.0
2012.504,7.5,125.0
2012.507,8.4,131.0
2012.509,7.8,129.0
2012.512,8.2,132.0
2012.515,9.3,146.0
2012.518,8.1,117.0
2012.520,10.5,122.0
2012.523,8.4,107.0
2012.526,7.8,110.0
2012.529,11.0,125.0
2012.531,11.5,129.0
2012.534,8.2,125.0
2012.537,8.5,117.0
2012.539,5.3,102.0
2012.542,8.5,86.0
2012.545,3.8,57.0
2012.548,3.2,38.0
2012.550,4.6,36.0
2012.553,2.9,29.0
2012.556,3.2,29.0
2012.559,4.6,63.0
2012.561,5.2,71.0
2012.564,4.8,68.0
2012.567,5.2,86.0
2012.570,7.5,110.0
2012.572,6.5,107.0
2012.575,5.3,111.0
2012.578,6.0,120.0
2012.581,7.2,122.0
2012.583,8.0,132.0
2012.586,8.9,143.0
2012.589,10.9,174.0
2012.592,11.0,152.0
2012.594,7.0,123.0
2012.597,6.0,98.0
2012.600,6.8,122.0
2012.603,6.9,123.0
2012.605,10.5,158.0
2012.608,8.7,131.0
2012.611,6.2,108.0
2012.614,5.5,98.0
2012.616,3.6,74.0
2012.619,1.9,33.0
2012.622,2.2,30.0
2012.624,2.3,32.0
2012.627,3.9,50.0
2012.630,4.2,54.0
2012.633,5.2,72.0
2012.635,6.3,80.0
2012.638,3.2,71.0
2012.641,4.2,69.0
2012.644,5.1,71.0
2012.646,3.9,71.0
2012.649,4.6,77.0
2012.652,4.6,78.0
2012.655,4.0,75.0
2012.657,5.1,80.0
2012.660,6.4,83.0
2012.663,6.8,126.0
2012.666,9.9,150.0
2012.668,7.9,145.0
2012.671,7.4,142.0
2012.674,17.7,171.0
2012.677,12.5,159.0
2012.679,8.2,122.0
2012.682,7.5,116.0
2012.685,6.7,95.0
2012.688,3.5,82.0
2012.690,6.9,89.0
2012.693,5.6,70.0
2012.696,7.4,76.0
2012.699,4.2,73.0
2012.701,4.0,58.0
2012.704,2.7,52.0
2012.707,3.7,61.0
2012.709,4.7,64.0
2012.712,2.8,55.0
2012.715,4.5,64.0
2012.718,3.4,67.0
2012.720,4.2,81.0
2012.723,8.8,84.0
2012.726,4.0,58.0
2012.729,6.6,75.0
2012.731,7.2,95.0
2012.734,11.5,136.0
2012.737,16.2,145.0
2012.740,12.7,113.0
2012.742,4.9,85.0
2012.745,3.5,79.0
2012.748,9.7,99.0
2012.750,4.4,78.0
2012.753,3.3,73.0
2012.756,2.8,63.0
2012.759,2.7,62.0
2012.761,4.4,60.0
2012.764,2.9,43.0
2012.767,2.3,40.0
2012.770,4.7,49.0
2012.772,4.4,70.0
2012.775,5.0,76.0
2012.778,5.0,73.0
2012.781,4.0,83.0
2012.783,4.9,80.0
2012.786,5.6,95.0
2012.789,5.8,119.0
2012.791,9.2,115.0
2012.794,5.1,102.0
2012.797,6.1,109.0
2012.800,8.9,95.0
2012.802,5.5,73.0
2012.805,4.6,82.0
2012.808,4.7,85.0
2012.811,5.4,92.0
2012.813,5.7,95.0
2012.816,6.3,79.0
2012.819,6.8,78.0
2012.822,3.0,67.0
2012.824,2.2,53.0
2012.827,4.5,69.0
2012.830,5.3,65.0
2012.833,2.9,50.0
2012.834,3.4,47.0
2012.837,3.3,45.0
2012.840,5.1,44.0
2012.843,4.8,45.0
2012.845,5.0,51.0
2012.848,7.1,47.0
2012.851,5.1,61.0
2012.854,3.0,65.0
2012.856,5.2,65.0
2012.859,4.3,79.0
2012.862,7.2,108.0
2012.865,5.3,122.0
2012.867,6.8,121.0
2012.870,5.3,133.0
2012.873,5.3,138.0
2012.875,8.2,142.0
2012.878,10.9,139.0
2012.881,13.9,132.0
2012.884,11.2,121.0
2012.886,8.4,105.0
2012.889,6.1,106.0
2012.892,6.3,95.0
2012.895,5.0,78.0
2012.897,5.9,82.0
2012.900,7.7,84.0
2012.903,4.0,72.0
2012.906,4.9,77.0
2012.908,7.6,77.0
2012.911,4.4,78.0
2012.914,2.6,70.0
2012.916,2.5,53.0
2012.919,3.1,47.0
2012.922,2.6,44.0
2012.925,4.3,54.0
2012.927,5.8,60.0
2012.930,3.0,28.0
2012.933,2.3,31.0
2012.936,5.4,50.0
2012.938,2.8,42.0
2012.941,2.9,43.0
2012.944,2.8,47.0
2012.947,5.9,67.0
2012.949,5.9,72.0
2012.952,6.0,60.0
2012.955,7.7,62.0
2012.957,4.2,65.0
2012.960,4.3,74.0
2012.963,4.4,60.0
2012.966,4.8,54.0
2012.968,4.0,56.0
2012.971,4.5,60.0
2012.974,5.0,78.0
2012.977,6.0,79.0
2012.979,8.6,57.0
2012.982,4.8,53.0
2012.985,6.8,57.0
2012.988,6.9,54.0
2012.990,4.6,53.0
2012.993,7.1,56.0
2012.996,5.4,56.0
2012.999,5.5,89.0
2013.001,8.6,99.0
2013.004,4.0,95.0
2013.007,8.6,130.0
2013.010,7.9,150.0
2013.012,9.0,162.0
2013.015,5.3,160.0
2013.018,7.2,145.0
2013.021,7.1,154.0
2013.023,4.3,156.0
2013.026,10.7,148.0
2013.029,9.8,163.0
2013.032,7.5,160.0
2013.034,6.8,128.0
2013.037,5.6,119.0
2013.040,4.9,110.0
2013.042,7.1,90.0
2013.045,3.6,63.0
2013.048,6.6,43.0
2013.051,3.5,47.0
2013.053,3.0,47.0
2013.056,3.6,37.0
2013.059,3.9,55.0
2013.062,3.5,60.0
2013.064,2.6,55.0
2013.067,2.3,49.0
2013.070,3.4,66.0
2013.073,8.1,72.0
2013.075,6.4,61.0
2013.078,2.9,52.0
2013.081,3.5,53.0
2013.084,2.9,49.0
2013.086,3.5,64.0
2013.089,5.0,72.0
2013.092,6.2,80.0
2013.095,3.4,38.0
2013.097,2.3,42.0
2013.100,3.0,43.0
2013.103,3.3,62.0
2013.106,3.1,59.0
2013.108,3.1,61.0
2013.111,4.1,48.0
2013.114,4.6,56.0
2013.117,5.4,64.0
2013.119,4.5,38.0
2013.122,2.2,35.0
2013.125,5.0,45.0
2013.127,5.9,40.0
2013.130,5.6,72.0
2013.133,7.5,109.0
2013.136,4.0,114.0
2013.138,5.7,107.0
2013.141,4.3,78.0
2013.144,4.6,67.0
2013.147,4.7,50.0
2013.149,3.2,30.0
2013.152,3.1,51.0
2013.155,2.1,53.0
2013.158,3.3,58.0
2013.160,3.8,70.0
2013.163,3.7,77.0
2013.166,7.5,96.0
2013.169,7.7,92.0
2013.172,6.2,88.0
2013.174,5.5,83.0
2013.177,5.6,77.0
2013.180,9.7,66.0
2013.183,9.8,73.0
2013.185,6.5,81.0
2013.188,12.2,100.0
2013.191,6.6,101.0
2013.194,5.9,115.0
2013.196,5.2,110.0
2013.199,5.0,123.0
2013.202,5.7,111.0
2013.204,8.0,110.0
2013.207,8.2,119.0
2013.210,5.8,107.0
2013.213,5.9,66.0
2013.215,5.9,51.0
2013.218,4.7,49.0
2013.221,4.9,49.0
2013.224,3.3,49.0
2013.226,3.2,41.0
2013.229,2.6,42.0
2013.232,2.2,30.0
2013.235,4.1,35.0
2013.237,6.3,47.0
2013.240,2.8,72.0
2013.243,4.3,73.0
2013.246,5.4,95.0
2013.248,3.7,79.0
2013.251,6.2,98.0
2013.254,7.3,101.0
2013.257,10.6,93.0
2013.259,6.0,114.0
2013.262,4.5,113.0
2013.265,5.8,126.0
2013.268,8.4,122.0
2013.270,5.8,136.0
2013.273,6.2,139.0
2013.276,6.0,126.0
2013.279,7.7,125.0
2013.281,6.7,117.0
2013.284,5.8,110.0
2013.287,6.3,93.0
2013.289,4.9,93.0
2013.292,4.9,95.0
2013.295,4.4,85.0
2013.298,9.0,87.0
2013.300,7.4,90.0
2013.303,5.5,93.0
2013.306,5.8,89.0
2013.309,7.8,82.0
2013.311,5.6,98.0
2013.314,6.1,111.0
2013.317,6.2,105.0
2013.320,6.3,107.0
2013.322,6.9,102.0
2013.325,7.0,141.0
2013.328,11.4,150.0
2013.330,11.5,142.0
2013.333,7.1,104.0
2013.336,5.7,98.0
2013.339,5.7,122.0
2013.341,4.6,110.0
2013.344,5.6,108.0
2013.347,7.0,116.0
2013.350,7.8,122.0
2013.352,8.6,116.0
2013.355,6.5,125.0
2013.358,7.2,134.0
2013.361,7.6,142.0
2013.363,9.1,153.0
2013.366,9.4,160.0
2013.369,13.6,173.0
2013.371,11.0,206.0
2013.374,11.8,183.0
2013.377,11.5,133.0
2013.380,7.5,127.0
2013.382,8.2,112.0
2013.385,5.6,113.0
2013.388,10.9,131.0
2013.391,7.3,108.0
2013.393,10.4,108.0
2013.396,5.9,118.0
2013.399,9.3,96.0
2013.402,6.7,92.0
2013.404,6.0,78.0
2013.407,8.3,72.0
2013.410,8.3,73.0
2013.413,4.2,50.0
2013.415,4.2,60.0
2013.418,2.8,77.0
2013.421,5.0,64.0
2013.424,2.0,51.0
2013.426,3.9,79.0
2013.429,4.4,76.0
2013.432,4.2,48.0
2013.435,2.1,26.0
2013.437,3.1,35.0
2013.440,3.1,26.0
2013.443,1.5,16.0
2013.446,2.8,29.0
2013.448,5.6,51.0
2013.451,3.5,64.0
2013.454,4.8,95.0
2013.456,5.8,104.0
2013.459,5.3,111.0
2013.462,4.7,113.0
2013.465,5.4,123.0
2013.467,5.4,129.0
2013.470,8.0,139.0
2013.473,7.0,137.0
2013.476,8.3,118.0
2013.478,6.2,108.0
2013.481,9.1,77.0
2013.484,7.5,60.0
2013.487,5.3,61.0
2013.489,7.8,75.0
2013.492,4.8,69.0
2013.495,5.9,80.0
2013.497,6.1,77.0
2013.500,7.4,112.0
2013.503,10.8,109.0
2013.506,8.1,121.0
2013.508,8.6,109.0
2013.511,9.9,124.0
2013.514,8.4,141.0
2013.517,8.5,122.0
2013.519,6.2,110.0
2013.522,5.2,80.0
2013.525,8.3,79.0
2013.528,7.8,73.0
2013.530,4.5,36.0
2013.533,7.6,60.0
2013.536,5.6,77.0
2013.538,6.2,77.0
2013.541,4.2,73.0
2013.544,7.1,95.0
2013.547,10.0,85.0
2013.549,3.6,59.0
2013.552,3.0,53.0
2013.555,4.5,57.0
2013.558,8.4,80.0
2013.560,5.7,70.0
2013.563,5.8,85.0
2013.566,3.4,71.0
2013.569,3.5,68.0
2013.571,4.2,73.0
2013.574,5.2,103.0
2013.577,4.8,89.0
2013.580,6.4,103.0
2013.582,4.8,96.0
2013.585,6.7,114.0
2013.588,6.6,107.0
2013.591,6.4,86.0
2013.593,5.6,82.0
2013.596,5.9,71.0
2013.599,8.4,86.0
2013.602,7.2,89.0
2013.604,4.8,64.0
2013.607,4.8,72.0
2013.610,4.1,81.0
2013.613,6.2,90.0
2013.615,7.4,108.0
2013.618,8.6,108.0
2013.621,11.9,124.0
2013.623,5.8,96.0
2013.626,6.6,100.0
2013.629,8.2,110.0
2013.632,7.5,134.0
2013.634,6.9,129.0
2013.637,6.0,146.0
2013.640,7.3,139.0
2013.643,10.8,138.0
2013.645,7.0,78.0
2013.648,4.1,50.0
2013.651,4.1,43.0
2013.654,4.0,56.0
2013.656,2.8,50.0
2013.659,2.2,53.0
2013.662,5.3,71.0
2013.665,7.2,74.0
2013.667,4.9,74.0
2013.670,4.8,90.0
2013.673,3.2,72.0
2013.676,5.3,78.0
2013.678,4.2,65.0
2013.681,2.6,49.0
2013.684,5.4,37.0
2013.687,4.1,25.0
2013.689,1.6,13.0
2013.692,2.7,18.0
2013.695,9.2,60.0
2013.698,8.5,52.0
2013.700,4.9,37.0
2013.703,2.9,25.0
2013.706,0.6,13.0
2013.708,2.1,25.0
2013.711,10.7,52.0
2013.714,3.4,63.0
2013.717,5.1,63.0
2013.719,5.3,90.0
2013.722,4.0,77.0
2013.725,7.6,79.0
2013.728,5.4,72.0
2013.730,5.0,65.0
2013.733,7.2,71.0
2013.736,6.2,54.0
2013.739,6.2,63.0
2013.741,3.9,56.0
2013.744,3.3,43.0
2013.747,5.0,53.0
2013.749,4.2,48.0
2013.752,4.7,60.0
2013.755,4.7,68.0
2013.758,4.5,79.0
2013.760,3.8,57.0
2013.763,3.9,47.0
2013.766,6.9,73.0
2013.769,9.2,96.0
2013.771,6.3,106.0
2013.774,6.8,120.0
2013.777,8.6,122.0
2013.780,4.8,112.0
2013.782,6.7,132.0
2013.785,8.8,128.0
2013.788,9.6,128.0
2013.790,11.0,119.0
2013.793,10.0,146.0
2013.796,9.5,155.0
2013.799,7.6,130.0
2013.801,7.5,114.0
2013.804,9.1,128.0
2013.807,10.0,118.0
2013.810,11.4,124.0
2013.812,11.3,144.0
2013.815,11.9,138.0
2013.818,8.8,132.0
2013.821,7.8,148.0
2013.823,6.4,147.0
2013.826,10.2,150.0
2013.829,7.9,146.0
2013.832,8.6,130.0
2013.834,8.9,106.0
2013.837,4.1,101.0
2013.840,7.2,123.0
2013.843,10.8,128.0
2013.845,4.8,122.0
2013.848,5.9,145.0
2013.851,12.3,166.0
2013.854,11.4,142.0
2013.856,6.9,104.0
2013.859,6.8,101.0
2013.862,5.3,113.0
2013.865,10.2,135.0
2013.867,5.9,152.0
2013.870,9.4,173.0
2013.873,5.4,166.0
2013.875,11.6,183.0
2013.878,20.2,192.0
2013.881,12.0,145.0
2013.884,8.3,113.0
2013.886,6.0,84.0
2013.889,4.5,72.0
2013.892,5.1,67.0
2013.895,6.7,62.0
2013.897,6.2,72.0
2013.900,6.9,40.0
2013.903,3.5,37.0
2013.906,4.9,73.0
2013.908,6.1,106.0
2013.911,5.0,98.0
2013.914,6.2,95.0
2013.916,9.5,124.0
2013.919,9.0,139.0
2013.922,7.6,110.0
2013.925,5.8,117.0
2013.927,5.7,110.0
2013.930,5.2,98.0
2013.933,6.4,89.0
2013.936,7.2,95.0
2013.938,11.1,142.0
2013.941,9.8,187.0
2013.944,13.2,176.0
2013.947,12.2,151.0
2013.949,8.3,144.0
2013.952,9.3,135.0
2013.955,7.5,135.0
2013.957,12.9,114.0
2013.960,8.9,121.0
2013.963,10.5,140.0
2013.966,6.3,140.0
2013.968,9.3,143.0
2013.971,9.6,140.0
2013.974,12.2,114.0
2013.977,6.9,111.0
2013.979,5.5,109.0
2013.982,8.2,96.0
2013.985,6.9,103.0
2013.988,6.3,106.0
2013.990,7.0,100.0
2013.993,6.6,124.0
2013.996,10.0,100.0
2013.999,11.0,136.0
2014.001,6.2,124.0
2014.004,7.8,133.0
2014.007,8.1,153.0
2014.010,11.6,136.0
2014.012,11.3,134.0
2014.015,11.5,167.0
2014.018,10.2,140.0
2014.021,7.4,107.0
2014.023,9.7,120.0
2014.026,7.9,137.0
2014.029,9.9,142.0
2014.032,6.3,133.0
2014.034,8.4,117.0
2014.037,6.1,96.0
2014.040,5.1,93.0
2014.042,4.7,80.0
2014.045,5.5,74.0
2014.048,7.8,116.0
2014.051,6.6,110.0
2014.053,5.9,133.0
2014.056,8.9,129.0
2014.059,9.6,154.0
2014.062,10.6,146.0
2014.064,7.0,116.0
2014.067,5.5,100.0
2014.070,9.9,97.0
2014.073,8.7,76.0
2014.075,4.5,77.0
2014.078,3.2,94.0
2014.081,5.6,99.0
2014.084,9.5,93.0
2014.086,8.0,94.0
2014.089,12.6,118.0
2014.092,9.6,127.0
2014.095,13.8,144.0
2014.097,16.1,167.0
2014.100,10.0,171.0
2014.103,10.6,147.0
2014.106,9.4,147.0
2014.108,8.8,147.0
2014.111,7.6,137.0
2014.114,9.1,158.0
2014.117,8.6,161.0
2014.119,11.1,147.0
2014.122,7.9,130.0
2014.125,11.8,113.0
2014.127,7.3,103.0
2014.130,6.6,106.0
2014.133,6.1,127.0
2014.136,7.6,126.0
2014.138,8.5,133.0
2014.141,10.9,136.0
2014.144,10.6,146.0
2014.147,11.3,158.0
2014.149,8.4,153.0
2014.152,10.2,171.0
2014.155,14.5,207.0
2014.158,15.2,220.0
2014.160,16.0,196.0
2014.163,9.1,155.0
2014.166,11.7,158.0
2014.169,8.3,161.0
2014.172,5.7,141.0
2014.174,14.1,154.0
2014.177,9.8,127.0
2014.180,8.6,134.0
2014.183,8.6,116.0
2014.185,12.2,111.0
2014.188,8.6,113.0
2014.191,5.6,111.0
2014.194,9.9,132.0
2014.196,8.8,112.0
2014.199,5.8,109.0
2014.202,7.0,111.0
2014.204,6.2,122.0
2014.207,11.4,126.0
2014.210,10.4,136.0
2014.213,8.4,141.0
2014.215,8.5,139.0
2014.218,7.4,126.0
2014.221,8.4,146.0
2014.224,11.6,151.0
2014.226,7.8,137.0
2014.229,7.6,136.0
2014.232,5.9,112.0
2014.235,7.1,115.0
2014.237,8.4,122.0
2014.240,6.2,118.0
2014.243,6.3,101.0
2014.246,6.6,118.0
2014.248,5.6,96.0
2014.251,6.8,114.0
2014.254,7.3,133.0
2014.257,8.5,158.0
2014.259,6.5,135.0
2014.262,6.5,121.0
2014.265,7.5,114.0
2014.268,6.7,117.0
2014.270,8.6,94.0
2014.273,4.7,65.0
2014.276,4.0,61.0
2014.279,5.4,73.0
2014.281,5.9,80.0
2014.284,7.1,105.0
2014.287,7.6,145.0
2014.289,7.1,187.0
2014.292,9.6,199.0
2014.295,9.5,178.0
2014.298,13.1,178.0
2014.300,12.0,173.0
2014.303,9.6,150.0
2014.306,9.8,123.0
2014.309,3.1,85.0
2014.311,3.0,72.0
2014.314,3.3,57.0
2014.317,3.1,45.0
2014.320,5.0,77.0
2014.322,4.3,80.0
2014.325,4.0,77.0
2014.328,4.7,82.0
2014.330,4.4,88.0
2014.333,8.0,115.0
2014.336,7.0,123.0
2014.339,6.9,127.0
2014.341,6.0,142.0
2014.344,7.4,148.0
2014.347,7.3,120.0
2014.350,7.0,132.0
2014.352,8.5,139.0
2014.355,8.9,123.0
2014.358,7.8,150.0
2014.361,10.5,154.0
2014.363,7.9,133.0
2014.366,8.4,166.0
2014.369,8.5,156.0
2014.371,7.8,133.0
2014.374,7.2,151.0
2014.377,16.5,138.0
2014.380,7.8,102.0
2014.382,7.5,87.0
2014.385,7.1,85.0
2014.388,5.3,66.0
2014.391,5.6,91.0
2014.393,6.3,109.0
2014.396,6.6,109.0
2014.399,6.9,91.0
2014.402,6.7,78.0
2014.404,5.2,70.0
2014.407,4.3,48.0
2014.410,3.1,55.0
2014.413,4.2,57.0
2014.415,3.1,64.0
2014.418,5.1,62.0
2014.421,6.9,74.0
2014.424,6.4,64.0
2014.426,6.5,87.0
2014.429,8.9,119.0
2014.432,6.1,133.0
2014.435,10.4,142.0
2014.437,9.9,156.0
2014.440,10.1,162.0
2014.443,9.9,174.0
2014.446,8.7,197.0
2014.448,11.1,182.0
2014.451,8.9,137.0
2014.454,5.6,74.0
2014.456,8.2,84.0
2014.459,7.6,95.0
2014.462,6.8,120.0
2014.465,7.0,95.0
2014.467,4.0,80.0
2014.470,6.2,93.0
2014.473,6.1,90.0
2014.476,8.4,77.0
2014.478,4.4,40.0
2014.481,4.6,55.0
2014.484,4.1,67.0
2014.487,6.2,67.0
2014.489,7.5,71.0
2014.492,10.9,93.0
2014.495,8.1,132.0
2014.497,7.3,134.0
2014.500,8.2,145.0
2014.503,9.1,167.0
2014.506,11.3,172.0
2014.508,14.7,194.0
2014.511,12.8,185.0
2014.514,15.6,197.0
2014.517,10.7,183.0
2014.519,7.5,162.0
2014.522,8.1,161.0
2014.525,6.5,144.0
2014.528,7.0,119.0
2014.530,10.3,86.0
2014.533,7.1,62.0
2014.536,3.1,18.0
2014.538,3.2,10.0
2014.541,2.0,0.0
2014.544,2.0,15.0
2014.547,1.7,35.0
2014.549,4.6,35.0
2014.552,2.3,17.0
2014.555,3.1,39.0
2014.558,6.4,65.0
2014.560,4.2,62.0
2014.563,5.5,64.0
2014.566,4.3,58.0
2014.569,6.6,78.0
2014.571,6.1,109.0
2014.574,6.1,137.0
2014.577,5.7,122.0
2014.580,8.9,131.0
2014.582,8.7,165.0
2014.585,13.2,165.0
2014.588,10.0,153.0
2014.591,9.8,146.0
2014.593,10.0,128.0
2014.596,8.2,113.0
2014.599,9.3,123.0
2014.602,5.2,89.0
2014.604,10.4,83.0
2014.607,3.8,62.0
2014.610,4.4,69.0
2014.613,6.6,75.0
2014.615,5.9,79.0
2014.618,4.0,86.0
2014.621,7.6,107.0
2014.623,6.7,109.0
2014.626,5.5,116.0
2014.629,6.9,105.0
2014.632,5.6,93.0
2014.634,4.8,102.0
2014.637,6.1,120.0
2014.640,6.0,125.0
2014.643,12.0,150.0
2014.645,9.0,149.0
2014.648,6.3,116.0
2014.651,4.5,86.0
2014.654,7.6,95.0
2014.656,6.4,82.0
2014.659,4.1,66.0
2014.662,4.5,76.0
2014.665,4.2,82.0
2014.667,4.7,96.0
2014.670,6.2,110.0
2014.673,5.3,102.0
2014.676,6.7,120.0
2014.678,7.1,116.0
2014.681,7.4,142.0
2014.684,7.4,165.0
2014.687,11.2,154.0
2014.689,10.4,175.0
2014.692,9.9,169.0
2014.695,10.8,160.0
2014.698,8.6,126.0
2014.700,8.6,125.0
2014.703,7.4,104.0
2014.706,5.9,94.0
2014.708,8.8,114.0
2014.711,7.6,123.0
2014.714,5.3,82.0
2014.717,5.5,79.0
2014.719,5.8,80.0
2014.722,7.2,95.0
2014.725,5.9,101.0
2014.728,7.0,119.0
2014.730,6.6,108.0
2014.733,7.6,144.0
2014.736,10.7,165.0
2014.739,10.8,181.0
2014.741,14.5,193.0
2014.744,12.9,180.0
2014.747,12.9,178.0
2014.749,8.0,135.0
2014.752,7.4,126.0
2014.755,7.9,117.0
2014.758,5.9,105.0
2014.760,7.4,89.0
2014.763,5.5,68.0
2014.766,4.8,68.0
2014.769,10.0,74.0
2014.771,3.6,59.0
2014.774,2.3,36.0
2014.777,2.6,30.0
2014.780,2.0,30.0
2014.782,3.2,42.0
2014.785,5.9,74.0
2014.788,7.8,89.0
2014.790,9.2,70.0
2014.793,6.3,64.0
2014.796,4.3,61.0
2014.799,6.2,92.0
2014.801,7.1,110.0
2014.804,10.0,107.0
2014.807,8.2,123.0
2014.810,15.5,132.0
2014.812,6.7,138.0
2014.815,10.6,136.0
2014.818,10.2,132.0
2014.821,6.6,107.0
2014.823,7.1,101.0
2014.826,2.9,92.0
2014.829,8.6,102.0
2014.832,5.6,80.0
2014.834,9.3,90.0
2014.837,3.7,98.0
2014.840,6.6,112.0
2014.843,6.7,109.0
2014.845,11.0,137.0
2014.848,7.7,101.0
2014.851,8.0,106.0
2014.854,6.9,86.0
2014.856,8.5,75.0
2014.859,7.8,69.0
2014.862,6.8,89.0
2014.865,6.1,92.0
2014.867,8.3,112.0
2014.870,6.3,102.0
2014.873,5.0,111.0
2014.875,8.7,103.0
2014.878,6.6,99.0
2014.881,7.6,77.0
2014.884,7.6,65.0
2014.886,7.9,74.0
2014.889,9.4,75.0
2014.892,8.3,84.0
2014.895,6.5,78.0
2014.897,5.4,103.0
2014.900,6.6,117.0
2014.903,15.0,139.0
2014.906,12.5,152.0
2014.908,8.7,143.0
2014.911,17.1,157.0
2014.914,9.5,154.0
2014.916,3.2,141.0
2014.919,8.9,125.0
2014.922,5.9,115.0
2014.925,10.3,93.0
2014.927,4.6,65.0
2014.930,7.2,57.0
2014.933,4.0,57.0
2014.936,7.3,71.0
2014.938,3.5,69.0
2014.941,5.2,90.0
2014.944,6.0,104.0
2014.947,7.1,115.0
2014.949,17.2,140.0
2014.952,8.0,162.0
2014.955,9.5,166.0
2014.957,11.0,175.0
2014.960,8.1,178.0
2014.963,11.4,154.0
2014.966,12.6,175.0
2014.968,7.1,138.0
2014.971,8.0,137.0
2014.974,6.8,118.0
2014.977,5.4,115.0
2014.979,5.4,93.0
2014.982,5.0,97.0
2014.985,6.1,88.0
2014.988,4.7,91.0
2014.990,4.3,100.0
2014.993,3.8,94.0
2014.996,8.1,88.0
2014.999,5.9,88.0
2015.001,6.9,104.0
2015.004,8.0,122.0
2015.007,7.3,102.0
2015.010,9.1,105.0
2015.012,8.2,88.0
2015.015,6.9,89.0
2015.018,9.7,103.0
2015.021,5.7,99.0
2015.023,8.8,111.0
2015.026,5.4,106.0
2015.029,8.0,122.0
2015.032,12.0,124.0
2015.034,7.3,101.0
2015.037,6.1,80.0
2015.040,4.9,59.0
2015.042,4.6,52.0
2015.045,3.0,40.0
2015.048,4.4,68.0
2015.051,3.6,66.0
2015.053,5.2,56.0
2015.056,3.9,43.0
2015.059,2.2,50.0
2015.062,4.5,60.0
2015.064,4.4,59.0
2015.067,5.6,62.0
2015.070,7.0,109.0
2015.073,8.4,126.0
2015.075,6.3,141.0
2015.078,12.2,146.0
2015.081,6.9,153.0
2015.084,10.6,138.0
2015.086,7.3,113.0
2015.089,6.5,93.0
2015.092,4.9,89.0
2015.095,6.3,96.0
2015.097,7.9,93.0
2015.100,4.4,89.0
2015.103,4.9,76.0
2015.106,5.8,84.0
2015.108,4.8,88.0
2015.111,6.0,84.0
2015.114,5.3,60.0
2015.117,3.1,51.0
2015.119,3.6,62.0
2015.122,3.7,53.0
2015.125,5.9,65.0
2015.127,2.3,41.0
2015.130,3.3,39.0
2015.133,4.1,87.0
2015.136,8.1,89.0
2015.138,4.7,64.0
2015.141,4.8,58.0
2015.144,3.2,43.0
2015.147,3.4,46.0
2015.149,3.4,44.0
2015.152,1.7,21.0
2015.155,1.4,22.0
2015.158,4.8,58.0
2015.160,4.3,60.0
2015.163,5.4,65.0
2015.166,3.9,52.0
2015.169,1.9,42.0
2015.172,3.2,37.0
2015.174,2.5,26.0
2015.177,1.9,35.0
2015.180,1.3,17.0
2015.183,1.9,28.0
2015.185,2.1,23.0
2015.188,1.6,27.0
2015.191,3.5,44.0
2015.194,4.0,56.0
2015.196,5.8,76.0
2015.199,4.7,55.0
2015.202,4.5,53.0
2015.204,4.4,46.0
2015.207,3.3,38.0
2015.210,2.3,41.0
2015.213,3.3,49.0
2015.215,1.5,20.0
2015.218,2.0,26.0
2015.221,6.7,81.0
2015.224,8.2,99.0
2015.226,5.9,108.0
2015.229,6.7,99.0
2015.232,8.9,105.0
2015.235,7.7,101.0
2015.237,3.9,81.0
2015.240,6.8,72.0
2015.243,2.7,51.0
2015.246,2.0,38.0
2015.248,3.2,43.0
2015.251,3.0,35.0
2015.254,2.0,35.0
2015.257,3.9,54.0
2015.259,4.3,55.0
2015.262,3.5,53.0
2015.265,4.8,51.0
2015.268,3.0,43.0
2015.270,4.1,47.0
2015.273,3.4,41.0
2015.276,1.2,59.0
2015.279,7.7,86.0
2015.281,10.2,103.0
2015.284,8.1,105.0
2015.287,8.3,96.0
2015.289,9.8,100.0
2015.292,8.5,117.0
2015.295,13.2,140.0
2015.298,13.3,137.0
2015.300,11.9,128.0
2015.303,10.2,127.0
2015.306,12.0,138.0
2015.309,10.1,117.0
2015.311,6.2,83.0
